CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,AGEAD
3,0,0,A,0,DV,21,28
3,0,0,A,0,RA,21,24
2,0,0,A,0,DV,21,52
4,0,0,C,0,DV,21,20
3,1981,0,M,0,DV,21,31
3,0,0,A,0,DV,21,41
2,0,0,A,0,RA,21,25
2,0,0,A,0,DV,21,47
2,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,40
4,1483,0,C,0,DV,21,47
3,1924,0,M,0,DV,21,41
3,0,0,A,0,DV,21,59
2,0,0,A,0,DV,21,59
2,0,0,C,0,DV,21,33
3,0,2,M,0,DV,21,24
2,0,0,M,0,DV,21,62
3,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,49
2,0,0,A,2,DV,21,39
3,0,0,M,0,DV,21,30
2,0,0,M,0,DV,21,32
3,0,3,M,0,DV,21,21
2,0,0,A,0,DV,21,51
3,0,0,M,0,DV,21,23
2,0,0,A,0,RA,21,31
3,0,0,A,0,DV,21,29
4,0,0,C,0,DV,21,21
3,0,0,M,0,DV,21,22
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,39
3,0,0,B,0,DV,21,41
2,0,0,A,0,DV,21,42
3,0,0,M,0,RA,21,30
3,0,0,A,0,RA,21,34
3,2060,0,D,0,DV,21,40
2,0,0,A,0,DV,21,22
4,1857,3,U,0,DV,21,19
3,0,0,M,0,DV,21,51
2,0,0,D,0,DV,21,34
3,0,0,A,0,DV,21,38
3,0,0,A,2,DA,21,22
3,0,0,A,0,DV,21,45
2,0,0,A,0,DV,21,56
3,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,41
2,0,0,D,0,DA,21,33
3,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,50
2,0,0,A,0,DV,21,46
3,0,0,V,0,DV,21,47
2,0,0,A,0,DV,21,19
3,0,0,A,0,DV,21,50
3,0,0,M,2,DA,21,43
3,1700,0,D,0,DV,21,40
2,0,0,A,0,DV,21,50
2,0,0,A,0,DV,21,21
3,0,0,A,0,DV,21,45
2,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,49
3,0,0,A,0,DV,21,23
3,0,0,A,0,DV,21,47
2,0,0,A,0,DV,21,52
3,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,55
2,0,0,A,0,DV,21,51
3,0,0,M,0,DA,21,29
3,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,49
3,0,0,V,0,DV,21,54
2,0,0,A,0,DV,21,30
3,0,0,A,0,DV,21,30
3,0,0,V,0,DV,21,32
2,0,0,A,0,DV,21,54
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,42
2,0,0,A,0,DV,21,42
2,0,0,A,0,DV,10,56
3,0,0,A,0,DV,10,54
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,50
3,0,0,M,0,DV,21,45
2,0,0,M,2,DV,21,36
2,0,0,A,0,DV,21,50
3,0,0,A,0,DV,21,47
3,0,0,D,0,DV,21,38
2,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,39
3,0,0,D,0,DV,21,41
3,0,0,M,0,DV,21,41
2,0,0,A,0,DV,21,40
3,0,0,D,0,DV,21,41
2,0,0,M,0,DV,21,34
2,0,0,A,0,DV,21,34
2,0,0,M,0,DV,21,53
3,0,0,A,0,DV,21,52
2,0,0,V,0,DV,21,57
4,0,0,C,0,DV,21,55
2,0,0,A,0,DV,21,29
2,0,0,A,0,DV,21,23
3,1369,0,C,0,DV,21,48
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,62
3,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,47
2,0,0,M,0,DV,21,58
3,0,0,A,0,DV,21,52
3,0,0,M,0,DA,21,46
2,0,0,A,0,RA,21,39
2,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,51
2,1810,0,M,0,DV,21,41
2,0,0,A,0,DV,21,28
2,0,0,M,0,DV,21,55
2,0,0,A,0,DV,21,35
2,0,0,M,0,DV,21,48
2,0,0,V,0,DV,21,51
2,0,0,A,0,DV,21,43
4,0,0,C,0,DV,21,54
3,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,37
3,0,0,A,0,DA,21,20
2,0,0,A,0,DV,21,48
4,0,0,C,0,DV,21,37
2,0,0,M,2,DV,21,40
3,0,0,V,0,DV,21,57
3,0,0,A,0,DV,21,47
3,0,0,A,0,DV,21,36
4,0,0,C,0,DV,21,37
2,0,0,A,0,DV,21,47
3,0,0,A,0,DV,21,23
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,36
3,0,0,A,0,DV,10,43
2,0,1,M,0,DV,21,22
2,0,0,A,0,DV,21,33
2,2414,3,M,0,DV,21,21
3,0,0,M,0,DV,21,49
2,0,0,A,0,DV,10,51
3,0,0,A,0,DV,10,49
3,0,0,U,0,DV,21,47
3,0,0,V,0,DV,21,45
2,0,0,A,0,DV,21,59
2,0,0,A,0,DV,21,28
3,0,0,A,0,DV,21,33
3,0,0,M,0,DV,21,44
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,47
3,0,0,S,0,DV,21,34
3,0,0,A,0,DV,21,22
2,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,53
2,0,0,V,0,DV,21,54
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,10,43
2,0,0,A,0,DV,21,26
3,0,1,D,0,DV,21,32
3,0,0,A,0,DA,40,62
2,0,0,A,0,DV,21,19
3,0,0,A,0,DV,21,23
2,0,0,A,0,DV,21,41
2,0,0,M,2,DA,21,36
2,0,0,M,0,DV,21,28
3,0,0,A,0,DV,21,58
3,0,0,A,0,DV,21,52
3,0,0,M,0,DV,21,46
2,0,0,A,0,DV,21,43
2,0,0,M,2,DV,21,42
3,0,0,M,0,DV,21,31
3,0,0,M,0,DV,21,50
2,0,0,M,0,DV,21,58
3,0,0,M,0,DV,21,54
2,0,0,M,0,DV,21,35
3,0,0,M,0,DV,21,29
2,0,0,M,0,DV,21,43
3,0,0,M,0,DV,21,57
3,0,0,M,0,DV,21,42
3,0,0,A,0,DV,21,30
3,0,0,M,0,DV,21,41
2,0,0,A,0,RA,21,49
2,0,0,A,0,DV,10,28
3,0,0,A,0,DV,21,35
2,0,0,C,0,DV,21,21
2,0,0,V,0,DV,21,68
3,0,0,V,0,DV,21,66
2,0,0,M,0,DV,21,62
2,0,0,M,0,DV,21,28
2,0,0,M,0,DV,21,57
2,0,0,M,0,DV,21,59
3,0,0,A,0,DV,21,48
4,0,0,C,0,RA,21,21
2,0,0,M,0,DV,21,45
3,0,0,M,0,DV,21,47
3,0,0,M,0,DV,21,55
3,0,0,A,0,DV,21,69
2,0,0,A,0,DV,21,38
4,0,0,C,0,DV,21,49
2,0,0,M,0,DV,21,43
2,0,0,A,0,DV,21,20
2,0,0,A,0,DV,21,51
3,0,0,V,0,DV,21,60
3,0,0,M,0,DV,21,58
3,0,0,V,0,DV,21,56
3,0,0,V,0,DV,21,65
3,0,0,M,0,DV,21,36
3,0,0,M,0,DV,21,66
3,0,0,D,0,DV,21,42
3,0,0,M,0,DV,21,58
3,0,0,M,0,DV,21,57
3,0,0,M,0,DV,21,36
2,0,2,M,0,DV,21,33
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,32
3,0,0,M,0,DV,21,35
2,0,0,M,0,DV,21,46
3,0,1,M,0,DV,21,39
3,0,0,M,0,DV,21,42
2,0,0,D,0,DV,21,31
3,0,0,A,2,DA,21,32
3,1448,0,M,0,DV,21,26
2,0,0,A,0,DA,21,35
2,0,0,A,0,DV,21,46
2,0,0,A,0,DV,10,37
3,0,0,A,0,DV,10,34
3,1778,2,P,0,DA,21,29
3,0,0,A,0,DV,21,62
3,0,0,A,0,DV,21,29
2,2439,2,M,0,RA,21,34
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,30
2,0,0,A,2,DV,21,32
3,0,0,M,0,DV,21,24
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,26
3,0,0,M,0,DV,21,39
2,0,0,A,0,DV,21,39
3,0,0,A,0,DA,21,36
2,0,0,A,0,DV,21,26
3,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,28
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,36
3,0,0,M,0,DV,21,31
2,0,0,A,0,DV,21,44
3,0,0,M,0,DV,21,29
3,0,0,A,0,DV,21,56
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,47
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,35
3,0,0,A,0,DV,21,42
3,0,0,M,0,DV,21,36
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,46
3,0,0,M,0,DV,21,45
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,22
2,0,0,A,2,DV,21,39
3,0,1,M,0,DV,21,34
3,0,0,A,0,DV,21,28
3,0,0,A,0,DV,10,54
3,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,28
2,1965,1,M,0,DV,21,37
3,1927,1,A,0,DV,21,40
3,0,0,A,0,DV,10,24
2,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,48
2,0,0,M,0,DV,21,47
3,0,0,A,0,DV,21,51
2,0,0,M,0,DV,21,35
3,0,0,A,0,DV,21,50
4,0,0,C,0,DV,21,36
2,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,31
3,0,0,M,0,DV,21,38
2,0,0,A,0,DV,21,20
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,54
2,2692,1,M,0,DV,21,38
2,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,61
2,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,52
3,0,0,M,0,DV,21,48
3,0,0,A,0,DV,21,45
2,0,0,M,0,DV,21,47
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,10,51
4,0,0,C,0,DV,21,37
3,0,0,A,0,DV,21,42
3,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,25
2,4573,0,M,0,DV,21,36
3,0,0,M,0,DV,21,37
2,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,52
2,0,0,M,0,DV,21,55
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,21
3,0,0,M,0,DV,21,46
4,2437,0,C,0,DV,21,40
3,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,31
4,0,0,C,0,DV,21,47
3,0,0,A,2,DV,21,48
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,28
4,0,0,A,0,DA,21,28
3,0,0,A,0,DV,21,28
2,0,0,M,0,DV,21,40
3,0,0,A,2,DV,21,37
2,0,0,M,0,DV,21,37
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,10,41
3,0,0,A,0,DV,21,56
3,0,0,A,0,DV,21,36
2,0,0,B,0,DV,21,32
3,0,0,A,0,DV,21,38
3,1714,1,B,0,DV,21,36
3,0,0,A,0,DV,21,47
3,0,0,A,0,DV,21,29
3,0,0,D,0,DV,21,55
3,0,0,A,0,DV,21,48
2,0,0,A,0,RA,21,25
3,0,0,A,0,DV,21,29
2,0,0,A,0,DV,21,24
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,60
2,1899,3,M,0,DV,21,26
4,0,0,C,0,DV,21,55
3,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,28
2,0,0,M,0,DV,21,36
2,0,0,A,0,DV,21,57
3,0,0,V,0,DV,21,49
2,0,0,M,0,DV,21,30
2,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,40
3,0,1,P,0,DV,21,23
3,0,0,M,0,DA,21,35
3,0,0,A,0,DV,21,31
3,0,0,M,0,DV,21,39
2,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,34
2,0,0,M,0,DV,21,36
2,0,0,A,0,DV,21,22
2,0,0,A,0,DV,21,22
2,1051,0,M,0,DV,21,38
3,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,37
3,0,0,A,2,DA,21,31
3,0,0,A,0,DV,21,39
3,0,0,M,0,DV,21,48
3,0,0,M,0,DV,21,38
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,29
3,0,0,D,0,DV,21,49
2,0,0,A,0,DV,21,29
3,0,0,M,2,DA,21,42
2,2459,2,M,0,DV,21,27
2,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,39
3,0,0,A,0,DV,21,40
2,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,39
3,0,0,A,0,DV,21,40
2,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,38
2,846,0,M,0,DV,21,47
3,0,0,A,0,DV,21,63
4,0,0,C,0,DV,10,51
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,38
2,0,0,M,0,DV,21,49
3,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,39
3,0,0,M,0,DV,21,48
4,0,0,C,0,DV,21,49
3,0,0,A,0,DV,21,29
2,0,0,D,0,DV,21,38
2,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,29
3,2850,0,M,0,DV,21,41
2,2196,0,A,0,DV,21,45
2,0,0,A,0,DV,21,45
3,0,0,S,0,DV,21,30
3,0,0,A,0,DV,21,43
3,1693,0,M,0,DV,21,35
3,0,0,A,0,DV,21,30
3,0,0,V,0,DV,21,43
2,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,49
2,0,2,D,0,DV,21,30
2,0,0,M,0,DV,21,45
2,2529,2,M,0,DV,21,41
3,2216,2,M,0,DV,21,31
3,0,0,M,0,DV,21,61
2,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,33
2,0,0,A,0,DA,21,46
3,0,0,M,0,DV,21,36
2,0,0,A,0,DV,21,20
2,0,0,A,0,DV,21,39
3,0,0,A,0,DV,21,52
2,0,0,A,0,DV,21,30
3,0,0,A,0,DV,21,36
2,0,0,M,0,DV,21,42
3,2478,1,A,0,DA,21,29
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,65
3,0,2,D,0,DV,21,37
2,0,0,A,0,DV,21,58
3,0,0,D,0,DV,21,37
2,0,0,D,0,DV,21,44
2,0,0,M,0,DV,21,31
3,0,2,M,0,DV,21,36
3,0,3,M,0,DV,21,30
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,42
2,0,0,A,0,DV,21,24
3,0,0,A,0,DA,40,29
3,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,35
3,0,0,D,0,DV,21,40
3,0,0,A,0,DV,21,22
3,0,0,C,0,DV,21,21
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,27
3,0,0,M,0,DV,21,35
3,0,0,M,0,DV,21,33
3,0,0,A,0,RA,21,42
3,0,0,A,0,DV,21,26
4,0,0,C,0,DV,21,46
3,0,0,A,0,DV,21,26
3,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,50
3,0,0,B,0,DV,21,47
2,0,0,A,0,DV,21,49
3,0,0,A,0,DV,21,30
2,0,0,M,0,DV,21,59
3,0,0,M,0,DV,21,59
3,2382,0,M,0,DV,21,31
2,1089,0,M,0,DV,21,32
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,59
3,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,39
3,0,1,D,0,DV,21,23
3,0,0,M,0,DV,21,45
3,0,0,V,0,DV,21,29
2,0,0,D,0,DV,21,34
2,0,0,A,0,DV,10,30
3,0,2,M,0,DV,21,29
2,1494,2,M,0,DV,21,28
2,0,0,A,0,DV,21,40
2,0,0,M,0,DV,21,45
2,0,0,A,0,DV,10,33
2,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,51
2,0,0,S,0,DV,21,20
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,23
3,0,0,A,0,DV,10,45
3,1335,0,M,0,DV,21,33
2,0,0,M,0,DA,21,27
3,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,36
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,44
3,0,0,A,0,DA,21,40
3,0,0,M,0,DV,21,31
2,0,0,A,0,RA,21,57
3,0,0,A,0,DA,21,32
2,0,2,M,0,DV,21,25
2,0,0,A,0,DV,21,25
2,0,0,M,0,DV,21,35
3,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,35
3,0,0,D,0,DA,21,41
3,0,0,A,0,DV,21,28
2,0,0,M,0,DV,21,55
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,24
2,0,0,A,0,DA,21,37
3,0,0,V,0,RA,21,57
3,0,0,M,0,DV,21,22
2,0,0,A,0,DV,21,30
2,0,0,M,0,DV,21,29
3,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,28
3,0,0,A,0,DV,21,28
3,0,0,V,0,DV,21,33
3,0,0,A,0,DV,21,33
4,0,0,C,0,DV,21,53
3,0,0,M,0,DV,21,22
3,1051,0,C,0,DV,21,35
3,0,0,A,0,DV,21,57
3,0,0,A,0,DV,21,31
3,0,0,D,0,DV,21,49
3,2900,1,M,0,DV,21,31
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,53
4,0,0,C,0,DV,21,39
3,0,0,A,0,DA,21,24
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,47
2,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,32
2,3700,1,M,0,DV,21,30
3,0,0,M,0,DV,21,29
3,0,0,A,0,DV,21,32
3,0,0,M,0,DV,21,40
3,0,0,V,0,DV,21,54
3,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,24
2,0,0,M,0,DV,21,44
2,0,0,A,0,DV,21,28
3,0,0,U,0,DV,21,38
2,0,0,A,0,DV,21,36
2,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,36
3,0,0,M,0,DV,21,23
2,0,0,A,0,DV,21,57
3,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,33
3,0,0,M,0,DV,21,40
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,34
3,0,0,A,0,DV,10,55
3,1835,0,M,0,DV,21,44
3,0,0,A,0,DV,21,49
2,0,0,A,0,DV,21,45
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,39
2,0,0,A,0,DV,21,26
2,0,0,M,0,DV,21,49
2,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,34
2,0,0,M,0,DV,21,43
2,0,0,A,0,RA,21,37
2,0,0,A,0,DV,10,24
3,0,0,A,0,DV,21,40
3,0,0,V,0,DV,21,33
3,0,0,A,0,DV,21,30
3,0,0,M,0,DA,21,22
3,0,0,A,0,DV,21,58
2,0,0,M,0,DV,21,45
3,0,0,A,2,DV,21,47
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,36
2,0,0,C,0,DV,21,33
2,0,0,M,0,DV,21,38
3,0,0,A,0,RA,21,53
2,0,0,A,0,DV,21,31
3,0,1,M,0,DV,21,36
2,0,0,M,0,DV,21,38
2,0,0,A,0,DV,21,54
3,0,0,A,0,DV,21,50
2,0,0,A,0,DV,10,35
4,0,0,C,0,DV,10,28
2,0,0,M,0,DV,21,35
2,0,0,A,0,DV,21,31
3,0,0,M,0,DV,21,36
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,38
2,0,0,M,0,DV,21,34
2,0,0,M,0,DV,21,45
2,0,0,M,0,DV,21,44
3,0,0,A,0,DV,21,41
2,0,0,A,0,RA,21,44
3,0,1,M,0,DV,21,33
4,0,1,C,0,DV,21,25
2,0,0,A,0,DV,21,26
4,0,0,C,0,DV,21,39
2,0,0,A,0,DV,21,32
2,0,0,D,0,DV,21,28
3,0,0,A,0,DV,21,32
2,5062,0,D,0,DV,21,35
3,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,42
3,0,0,A,0,DV,21,28
3,2940,0,D,0,DV,21,37
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,10,62
2,0,0,A,0,DV,21,49
3,0,0,D,0,DV,21,28
3,0,0,A,0,DA,21,19
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,35
3,0,0,V,0,DV,21,59
3,1965,0,M,0,DA,21,41
3,0,0,A,0,DV,21,54
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,31
2,0,1,M,0,DV,21,37
3,0,0,V,0,DV,21,53
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,26
2,0,0,M,0,DV,21,44
3,1924,3,M,0,DV,21,23
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,28
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,48
4,0,0,C,0,DV,21,55
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,38
3,2200,0,U,0,DV,21,23
2,0,0,A,0,RA,21,23
4,1777,0,C,0,DV,21,22
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,39
3,0,1,M,0,DV,21,31
4,0,0,C,2,DV,21,26
2,1951,0,M,0,DV,21,52
2,0,0,M,0,DV,21,40
3,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,32
4,0,0,C,0,DV,21,41
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,24
2,0,0,A,0,DV,21,46
2,0,0,M,0,DV,21,25
4,0,0,C,0,DV,21,26
2,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,54
3,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,34
3,0,0,M,0,DV,21,32
4,0,0,C,0,DV,21,21
2,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,46
2,0,0,A,0,DA,21,40
3,0,0,A,0,DV,21,58
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,50
3,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,36
2,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,60
2,0,0,A,0,DV,21,25
3,0,0,D,0,DV,21,34
3,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,53
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,35
4,0,0,C,0,DV,21,34
4,0,0,C,0,DV,21,47
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,36
3,0,0,D,0,DA,21,32
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,33
2,0,0,C,0,DV,21,33
4,0,0,C,0,RA,21,49
4,0,0,C,0,DV,21,48
2,0,0,A,0,DV,21,49
3,0,0,M,0,DV,21,48
2,0,0,D,0,DV,21,34
3,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,49
3,0,0,V,0,DA,21,37
2,0,0,A,0,DV,21,35
3,0,0,A,0,DV,21,51
3,0,0,M,0,DV,21,28
3,2574,0,V,0,DV,21,40
2,0,0,U,0,DV,21,51
3,0,0,A,0,DV,21,48
3,0,0,M,0,DV,21,28
4,0,0,C,0,DV,21,32
4,0,0,C,0,DV,21,41
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,34
2,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,49
4,0,0,C,0,DV,21,32
3,0,0,A,2,DA,40,25
3,0,0,A,0,DV,21,41
2,0,0,D,0,DV,21,21
3,0,0,A,0,DV,21,31
4,0,0,C,0,DV,21,43
3,0,0,A,0,DV,21,34
3,0,0,V,0,DV,21,38
2,0,0,A,0,DV,21,49
3,0,0,A,0,DV,21,35
2,0,1,U,0,DV,21,22
3,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,40
2,6676,2,B,0,DV,21,31
3,0,0,A,0,DV,21,38
3,0,2,M,0,DV,21,40
3,0,0,A,0,DV,21,62
3,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,41
2,0,0,M,0,DV,21,30
3,0,0,M,0,DV,21,27
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,62
3,0,0,A,0,DV,21,51
4,0,0,C,0,DV,21,37
4,0,0,C,0,DV,21,28
2,0,0,A,0,DV,21,52
3,0,0,A,0,DV,21,54
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,50
4,0,0,C,0,DV,21,24
2,0,0,A,0,DV,21,68
3,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,29
4,0,0,C,0,DV,21,48
3,0,0,A,0,DV,21,52
2,0,0,A,0,DV,21,36
2,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,35
